year,event,experiment,intensity
1970,precip,abrupt-4xCO2,0.0014078359
1971,precip,abrupt-4xCO2,0.0012806148
1972,precip,abrupt-4xCO2,0.0012460408
1973,precip,abrupt-4xCO2,0.001477338
1974,precip,abrupt-4xCO2,0.0012806103
1975,precip,abrupt-4xCO2,0.0012660109
1976,precip,abrupt-4xCO2,0.001421005
1977,precip,abrupt-4xCO2,0.001296557
1978,precip,abrupt-4xCO2,0.0012300188
1979,precip,abrupt-4xCO2,0.0012201964
1980,precip,abrupt-4xCO2,0.0014074087
1981,precip,abrupt-4xCO2,0.0012107966
1982,precip,abrupt-4xCO2,0.001341581
1983,precip,abrupt-4xCO2,0.0013082925
1984,precip,abrupt-4xCO2,0.0013871164
1985,precip,abrupt-4xCO2,0.0013333444
1986,precip,abrupt-4xCO2,0.0012546437
1987,precip,abrupt-4xCO2,0.0012743338
1988,precip,abrupt-4xCO2,0.0014565886
1989,precip,abrupt-4xCO2,0.0013002334
1990,precip,abrupt-4xCO2,0.0012484124
1991,precip,abrupt-4xCO2,0.0013995667
1992,precip,abrupt-4xCO2,0.0013179744
1993,precip,abrupt-4xCO2,0.0012091685
1994,precip,abrupt-4xCO2,0.0012985977
1995,precip,abrupt-4xCO2,0.0014141292
1996,precip,abrupt-4xCO2,0.0013199854
1997,precip,abrupt-4xCO2,0.0012151187
1998,precip,abrupt-4xCO2,0.001266328
1999,precip,abrupt-4xCO2,0.0012943054
2000,precip,abrupt-4xCO2,0.0012520769
1850,drought,abrupt-4xCO2,0.5949728
1851,drought,abrupt-4xCO2,0.59291655
1852,drought,abrupt-4xCO2,0.59098566
1853,drought,abrupt-4xCO2,0.5913058
1854,drought,abrupt-4xCO2,0.5892505
1855,drought,abrupt-4xCO2,0.58957344
1856,drought,abrupt-4xCO2,0.59020436
1857,drought,abrupt-4xCO2,0.58965725
1858,drought,abrupt-4xCO2,0.5912056
1859,drought,abrupt-4xCO2,0.59006774
1860,drought,abrupt-4xCO2,0.5882439
1861,drought,abrupt-4xCO2,0.58928305
1862,drought,abrupt-4xCO2,0.58844656
1863,drought,abrupt-4xCO2,0.58761215
1864,drought,abrupt-4xCO2,0.58909786
1865,drought,abrupt-4xCO2,0.5883652
1866,drought,abrupt-4xCO2,0.58952624
1867,drought,abrupt-4xCO2,0.5877427
1868,drought,abrupt-4xCO2,0.5885929
1869,drought,abrupt-4xCO2,0.58746433
1870,drought,abrupt-4xCO2,0.5877344
1871,drought,abrupt-4xCO2,0.5880944
1872,drought,abrupt-4xCO2,0.5897875
1873,drought,abrupt-4xCO2,0.589406
1874,drought,abrupt-4xCO2,0.5861429
1875,drought,abrupt-4xCO2,0.5876361
1876,drought,abrupt-4xCO2,0.5884666
1877,drought,abrupt-4xCO2,0.5889246
1878,drought,abrupt-4xCO2,0.5910595
1879,drought,abrupt-4xCO2,0.5874087
1880,drought,abrupt-4xCO2,0.5880166
1881,drought,abrupt-4xCO2,0.5894231
1882,drought,abrupt-4xCO2,0.58737993
1883,drought,abrupt-4xCO2,0.58852816
1884,drought,abrupt-4xCO2,0.59041506
1885,drought,abrupt-4xCO2,0.5882769
1886,drought,abrupt-4xCO2,0.5901423
1887,drought,abrupt-4xCO2,0.5872244
1888,drought,abrupt-4xCO2,0.5878883
1889,drought,abrupt-4xCO2,0.5907316
1890,drought,abrupt-4xCO2,0.58520615
1891,drought,abrupt-4xCO2,0.5888014
1892,drought,abrupt-4xCO2,0.5891808
1893,drought,abrupt-4xCO2,0.5867386
1894,drought,abrupt-4xCO2,0.5896852
1895,drought,abrupt-4xCO2,0.58887327
1896,drought,abrupt-4xCO2,0.5894781
1897,drought,abrupt-4xCO2,0.5884992
1898,drought,abrupt-4xCO2,0.5893957
1899,drought,abrupt-4xCO2,0.5896214
1900,drought,abrupt-4xCO2,0.59033114
1901,drought,abrupt-4xCO2,0.5889076
1902,drought,abrupt-4xCO2,0.58757514
1903,drought,abrupt-4xCO2,0.5878716
1904,drought,abrupt-4xCO2,0.5878917
1905,drought,abrupt-4xCO2,0.5881805
1906,drought,abrupt-4xCO2,0.58852094
1907,drought,abrupt-4xCO2,0.58828527
1908,drought,abrupt-4xCO2,0.5898561
1909,drought,abrupt-4xCO2,0.5880784
1910,drought,abrupt-4xCO2,0.58956283
1911,drought,abrupt-4xCO2,0.58924776
1912,drought,abrupt-4xCO2,0.58746344
1913,drought,abrupt-4xCO2,0.5886989
1914,drought,abrupt-4xCO2,0.5905585
1915,drought,abrupt-4xCO2,0.58879465
1916,drought,abrupt-4xCO2,0.58954006
1917,drought,abrupt-4xCO2,0.58887005
1918,drought,abrupt-4xCO2,0.58937794
1919,drought,abrupt-4xCO2,0.58808625
1920,drought,abrupt-4xCO2,0.5895169
1921,drought,abrupt-4xCO2,0.58818245
1922,drought,abrupt-4xCO2,0.58932596
1923,drought,abrupt-4xCO2,0.589372
1924,drought,abrupt-4xCO2,0.5907777
1925,drought,abrupt-4xCO2,0.58766663
1926,drought,abrupt-4xCO2,0.58900243
1927,drought,abrupt-4xCO2,0.5893142
1928,drought,abrupt-4xCO2,0.58890605
1929,drought,abrupt-4xCO2,0.58904773
1930,drought,abrupt-4xCO2,0.5885779
1931,drought,abrupt-4xCO2,0.58799607
1932,drought,abrupt-4xCO2,0.5880959
1933,drought,abrupt-4xCO2,0.588768
1934,drought,abrupt-4xCO2,0.5899127
1935,drought,abrupt-4xCO2,0.5890783
1936,drought,abrupt-4xCO2,0.5890593
1937,drought,abrupt-4xCO2,0.5905373
1938,drought,abrupt-4xCO2,0.5903506
1939,drought,abrupt-4xCO2,0.5872332
1940,drought,abrupt-4xCO2,0.59015
1941,drought,abrupt-4xCO2,0.58809376
1942,drought,abrupt-4xCO2,0.5867439
1943,drought,abrupt-4xCO2,0.5890402
1944,drought,abrupt-4xCO2,0.5887054
1945,drought,abrupt-4xCO2,0.5892385
1946,drought,abrupt-4xCO2,0.5884386
1947,drought,abrupt-4xCO2,0.58746994
1948,drought,abrupt-4xCO2,0.5880578
1949,drought,abrupt-4xCO2,0.5889869
1950,drought,abrupt-4xCO2,0.58788157
1951,drought,abrupt-4xCO2,0.5878162
1952,drought,abrupt-4xCO2,0.5886545
1953,drought,abrupt-4xCO2,0.588647
1954,drought,abrupt-4xCO2,0.5866406
1955,drought,abrupt-4xCO2,0.589264
1956,drought,abrupt-4xCO2,0.5890816
1957,drought,abrupt-4xCO2,0.58922374
1958,drought,abrupt-4xCO2,0.58915716
1959,drought,abrupt-4xCO2,0.58742946
1960,drought,abrupt-4xCO2,0.58916456
1961,drought,abrupt-4xCO2,0.5868859
1962,drought,abrupt-4xCO2,0.58751684
1963,drought,abrupt-4xCO2,0.58830136
1964,drought,abrupt-4xCO2,0.5910334
1965,drought,abrupt-4xCO2,0.58893245
1966,drought,abrupt-4xCO2,0.58689964
1967,drought,abrupt-4xCO2,0.58673143
1968,drought,abrupt-4xCO2,0.5861898
1969,drought,abrupt-4xCO2,0.588863
1970,drought,abrupt-4xCO2,0.5874022
1971,drought,abrupt-4xCO2,0.5875382
1972,drought,abrupt-4xCO2,0.5885004
1973,drought,abrupt-4xCO2,0.5882914
1974,drought,abrupt-4xCO2,0.5873097
1975,drought,abrupt-4xCO2,0.5877873
1976,drought,abrupt-4xCO2,0.5855683
1977,drought,abrupt-4xCO2,0.585828
1978,drought,abrupt-4xCO2,0.58775765
1979,drought,abrupt-4xCO2,0.5858143
1980,drought,abrupt-4xCO2,0.5883886
1981,drought,abrupt-4xCO2,0.58664775
1982,drought,abrupt-4xCO2,0.5869271
1983,drought,abrupt-4xCO2,0.58828425
1984,drought,abrupt-4xCO2,0.5897122
1985,drought,abrupt-4xCO2,0.58760935
1986,drought,abrupt-4xCO2,0.58638746
1987,drought,abrupt-4xCO2,0.5878089
1988,drought,abrupt-4xCO2,0.5876166
1989,drought,abrupt-4xCO2,0.5865525
1990,drought,abrupt-4xCO2,0.5850833
1991,drought,abrupt-4xCO2,0.587093
1992,drought,abrupt-4xCO2,0.58683646
1993,drought,abrupt-4xCO2,0.588529
1994,drought,abrupt-4xCO2,0.5871473
1995,drought,abrupt-4xCO2,0.58552945
1996,drought,abrupt-4xCO2,0.5857192
1997,drought,abrupt-4xCO2,0.5872528
1998,drought,abrupt-4xCO2,0.5870721
1999,drought,abrupt-4xCO2,0.58820504
2000,drought,abrupt-4xCO2,0.5867102
1850,marine_hw,abrupt-4xCO2,0.021469405
1851,marine_hw,abrupt-4xCO2,0.038545787
1852,marine_hw,abrupt-4xCO2,0.043674786
1853,marine_hw,abrupt-4xCO2,0.042345513
1854,marine_hw,abrupt-4xCO2,0.039683957
1855,marine_hw,abrupt-4xCO2,0.042571593
1856,marine_hw,abrupt-4xCO2,0.05657944
1857,marine_hw,abrupt-4xCO2,0.057732515
1858,marine_hw,abrupt-4xCO2,0.05749638
1859,marine_hw,abrupt-4xCO2,0.061960515
1860,marine_hw,abrupt-4xCO2,0.058693223
1861,marine_hw,abrupt-4xCO2,0.051830392
1862,marine_hw,abrupt-4xCO2,0.05961057
1863,marine_hw,abrupt-4xCO2,0.067195274
1864,marine_hw,abrupt-4xCO2,0.06485804
1865,marine_hw,abrupt-4xCO2,0.066789664
1866,marine_hw,abrupt-4xCO2,0.06738956
1867,marine_hw,abrupt-4xCO2,0.058555286
1868,marine_hw,abrupt-4xCO2,0.066286854
1869,marine_hw,abrupt-4xCO2,0.06776984
1870,marine_hw,abrupt-4xCO2,0.057372432
1871,marine_hw,abrupt-4xCO2,0.06363552
1872,marine_hw,abrupt-4xCO2,0.067428015
1873,marine_hw,abrupt-4xCO2,0.063317046
1874,marine_hw,abrupt-4xCO2,0.07147649
1875,marine_hw,abrupt-4xCO2,0.072451934
1876,marine_hw,abrupt-4xCO2,0.060402334
1877,marine_hw,abrupt-4xCO2,0.06113852
1878,marine_hw,abrupt-4xCO2,0.06923806
1879,marine_hw,abrupt-4xCO2,0.064340375
1880,marine_hw,abrupt-4xCO2,0.06896351
1881,marine_hw,abrupt-4xCO2,0.068933
1882,marine_hw,abrupt-4xCO2,0.05946541
1883,marine_hw,abrupt-4xCO2,0.071335144
1884,marine_hw,abrupt-4xCO2,0.070778035
1885,marine_hw,abrupt-4xCO2,0.061166275
1886,marine_hw,abrupt-4xCO2,0.070321195
1887,marine_hw,abrupt-4xCO2,0.07550288
1888,marine_hw,abrupt-4xCO2,0.07107817
1889,marine_hw,abrupt-4xCO2,0.06327912
1890,marine_hw,abrupt-4xCO2,0.062325116
1891,marine_hw,abrupt-4xCO2,0.07200864
1892,marine_hw,abrupt-4xCO2,0.071828425
1893,marine_hw,abrupt-4xCO2,0.06181283
1894,marine_hw,abrupt-4xCO2,0.07117807
1895,marine_hw,abrupt-4xCO2,0.07268709
1896,marine_hw,abrupt-4xCO2,0.06328966
1897,marine_hw,abrupt-4xCO2,0.07456944
1898,marine_hw,abrupt-4xCO2,0.074969515
1899,marine_hw,abrupt-4xCO2,0.06771865
1900,marine_hw,abrupt-4xCO2,0.073465995
1901,marine_hw,abrupt-4xCO2,0.07732817
1902,marine_hw,abrupt-4xCO2,0.06801111
1903,marine_hw,abrupt-4xCO2,0.06456702
1904,marine_hw,abrupt-4xCO2,0.07558622
1905,marine_hw,abrupt-4xCO2,0.074179366
1906,marine_hw,abrupt-4xCO2,0.06811981
1907,marine_hw,abrupt-4xCO2,0.072622135
1908,marine_hw,abrupt-4xCO2,0.07291392
1909,marine_hw,abrupt-4xCO2,0.06945749
1910,marine_hw,abrupt-4xCO2,0.07624958
1911,marine_hw,abrupt-4xCO2,0.07011846
1912,marine_hw,abrupt-4xCO2,0.062256098
1913,marine_hw,abrupt-4xCO2,0.07354209
1914,marine_hw,abrupt-4xCO2,0.076654315
1915,marine_hw,abrupt-4xCO2,0.071804196
1916,marine_hw,abrupt-4xCO2,0.07632566
1917,marine_hw,abrupt-4xCO2,0.07647433
1918,marine_hw,abrupt-4xCO2,0.07005091
1919,marine_hw,abrupt-4xCO2,0.07415689
1920,marine_hw,abrupt-4xCO2,0.07837299
1921,marine_hw,abrupt-4xCO2,0.070020705
1922,marine_hw,abrupt-4xCO2,0.07422134
1923,marine_hw,abrupt-4xCO2,0.07448183
1924,marine_hw,abrupt-4xCO2,0.06564877
1925,marine_hw,abrupt-4xCO2,0.06927468
1926,marine_hw,abrupt-4xCO2,0.075310916
1927,marine_hw,abrupt-4xCO2,0.067719504
1928,marine_hw,abrupt-4xCO2,0.073105074
1929,marine_hw,abrupt-4xCO2,0.07557828
1930,marine_hw,abrupt-4xCO2,0.07097344
1931,marine_hw,abrupt-4xCO2,0.07744295
1932,marine_hw,abrupt-4xCO2,0.07217651
1933,marine_hw,abrupt-4xCO2,0.0732242
1934,marine_hw,abrupt-4xCO2,0.068301655
1935,marine_hw,abrupt-4xCO2,0.0770807
1936,marine_hw,abrupt-4xCO2,0.07835297
1937,marine_hw,abrupt-4xCO2,0.0710792
1938,marine_hw,abrupt-4xCO2,0.067145005
1939,marine_hw,abrupt-4xCO2,0.076291405
1940,marine_hw,abrupt-4xCO2,0.06927495
1941,marine_hw,abrupt-4xCO2,0.07561712
1942,marine_hw,abrupt-4xCO2,0.07691361
1943,marine_hw,abrupt-4xCO2,0.076210745
1944,marine_hw,abrupt-4xCO2,0.068544015
1945,marine_hw,abrupt-4xCO2,0.07758325
1946,marine_hw,abrupt-4xCO2,0.07653899
1947,marine_hw,abrupt-4xCO2,0.07356296
1948,marine_hw,abrupt-4xCO2,0.07931236
1949,marine_hw,abrupt-4xCO2,0.06843309
1950,marine_hw,abrupt-4xCO2,0.06308093
1951,marine_hw,abrupt-4xCO2,0.077225514
1952,marine_hw,abrupt-4xCO2,0.07615094
1953,marine_hw,abrupt-4xCO2,0.073694445
1954,marine_hw,abrupt-4xCO2,0.07844722
1955,marine_hw,abrupt-4xCO2,0.07410262
1956,marine_hw,abrupt-4xCO2,0.07551196
1957,marine_hw,abrupt-4xCO2,0.07231743
1958,marine_hw,abrupt-4xCO2,0.07484041
1959,marine_hw,abrupt-4xCO2,0.0783725
1960,marine_hw,abrupt-4xCO2,0.070061184
1961,marine_hw,abrupt-4xCO2,0.07671413
1962,marine_hw,abrupt-4xCO2,0.07830936
1963,marine_hw,abrupt-4xCO2,0.07862301
1964,marine_hw,abrupt-4xCO2,0.07320527
1965,marine_hw,abrupt-4xCO2,0.07710786
1966,marine_hw,abrupt-4xCO2,0.07901298
1967,marine_hw,abrupt-4xCO2,0.06736207
1968,marine_hw,abrupt-4xCO2,0.07060443
1969,marine_hw,abrupt-4xCO2,0.08156052
1970,marine_hw,abrupt-4xCO2,0.08322978
1971,marine_hw,abrupt-4xCO2,0.07144735
1972,marine_hw,abrupt-4xCO2,0.07168679
1973,marine_hw,abrupt-4xCO2,0.08210615
1974,marine_hw,abrupt-4xCO2,0.07570141
1975,marine_hw,abrupt-4xCO2,0.06983597
1976,marine_hw,abrupt-4xCO2,0.08145114
1977,marine_hw,abrupt-4xCO2,0.08123776
1978,marine_hw,abrupt-4xCO2,0.07032891
1979,marine_hw,abrupt-4xCO2,0.069156356
1980,marine_hw,abrupt-4xCO2,0.08048159
1981,marine_hw,abrupt-4xCO2,0.0763861
1982,marine_hw,abrupt-4xCO2,0.08022513
1983,marine_hw,abrupt-4xCO2,0.08286014
1984,marine_hw,abrupt-4xCO2,0.0809083
1985,marine_hw,abrupt-4xCO2,0.0762409
1986,marine_hw,abrupt-4xCO2,0.07094833
1987,marine_hw,abrupt-4xCO2,0.07407494
1988,marine_hw,abrupt-4xCO2,0.08147356
1989,marine_hw,abrupt-4xCO2,0.08083012
1990,marine_hw,abrupt-4xCO2,0.075114116
1991,marine_hw,abrupt-4xCO2,0.081516564
1992,marine_hw,abrupt-4xCO2,0.080238126
1993,marine_hw,abrupt-4xCO2,0.07310396
1994,marine_hw,abrupt-4xCO2,0.077039644
1995,marine_hw,abrupt-4xCO2,0.08379988
1996,marine_hw,abrupt-4xCO2,0.084481776
1997,marine_hw,abrupt-4xCO2,0.07573782
1998,marine_hw,abrupt-4xCO2,0.07969337
1999,marine_hw,abrupt-4xCO2,0.07906993
2000,marine_hw,abrupt-4xCO2,0.075935796
1850,cyclone,abrupt-4xCO2,0.12631145
1851,cyclone,abrupt-4xCO2,0.1457317
1852,cyclone,abrupt-4xCO2,0.15485814
1853,cyclone,abrupt-4xCO2,0.15122978
1854,cyclone,abrupt-4xCO2,0.15526277
1855,cyclone,abrupt-4xCO2,0.15061016
1856,cyclone,abrupt-4xCO2,0.16136472
1857,cyclone,abrupt-4xCO2,0.15885682
1858,cyclone,abrupt-4xCO2,0.15890856
1859,cyclone,abrupt-4xCO2,0.16124944
1860,cyclone,abrupt-4xCO2,0.17292961
1861,cyclone,abrupt-4xCO2,0.16188474
1862,cyclone,abrupt-4xCO2,0.16903812
1863,cyclone,abrupt-4xCO2,0.17285138
1864,cyclone,abrupt-4xCO2,0.17044742
1865,cyclone,abrupt-4xCO2,0.17648917
1866,cyclone,abrupt-4xCO2,0.17416173
1867,cyclone,abrupt-4xCO2,0.17000589
1868,cyclone,abrupt-4xCO2,0.17062601
1869,cyclone,abrupt-4xCO2,0.1727199
1870,cyclone,abrupt-4xCO2,0.16676752
1871,cyclone,abrupt-4xCO2,0.1668764
1872,cyclone,abrupt-4xCO2,0.1745886
1873,cyclone,abrupt-4xCO2,0.16825478
1874,cyclone,abrupt-4xCO2,0.1777237
1875,cyclone,abrupt-4xCO2,0.17790744
1876,cyclone,abrupt-4xCO2,0.17486636
1877,cyclone,abrupt-4xCO2,0.16818118
1878,cyclone,abrupt-4xCO2,0.17270432
1879,cyclone,abrupt-4xCO2,0.17612444
1880,cyclone,abrupt-4xCO2,0.17148587
1881,cyclone,abrupt-4xCO2,0.1761892
1882,cyclone,abrupt-4xCO2,0.17139857
1883,cyclone,abrupt-4xCO2,0.17460419
1884,cyclone,abrupt-4xCO2,0.17443365
1885,cyclone,abrupt-4xCO2,0.17611705
1886,cyclone,abrupt-4xCO2,0.16924167
1887,cyclone,abrupt-4xCO2,0.18192632
1888,cyclone,abrupt-4xCO2,0.17700435
1889,cyclone,abrupt-4xCO2,0.16885899
1890,cyclone,abrupt-4xCO2,0.17063928
1891,cyclone,abrupt-4xCO2,0.1742473
1892,cyclone,abrupt-4xCO2,0.17700793
1893,cyclone,abrupt-4xCO2,0.17433593
1894,cyclone,abrupt-4xCO2,0.1782651
1895,cyclone,abrupt-4xCO2,0.18034434
1896,cyclone,abrupt-4xCO2,0.17008293
1897,cyclone,abrupt-4xCO2,0.18464957
1898,cyclone,abrupt-4xCO2,0.18210147
1899,cyclone,abrupt-4xCO2,0.17266783
1900,cyclone,abrupt-4xCO2,0.17784907
1901,cyclone,abrupt-4xCO2,0.1811614
1902,cyclone,abrupt-4xCO2,0.17832926
1903,cyclone,abrupt-4xCO2,0.16886152
1904,cyclone,abrupt-4xCO2,0.1822442
1905,cyclone,abrupt-4xCO2,0.18459818
1906,cyclone,abrupt-4xCO2,0.18190584
1907,cyclone,abrupt-4xCO2,0.18103872
1908,cyclone,abrupt-4xCO2,0.18434383
1909,cyclone,abrupt-4xCO2,0.1775477
1910,cyclone,abrupt-4xCO2,0.17742902
1911,cyclone,abrupt-4xCO2,0.17408998
1912,cyclone,abrupt-4xCO2,0.17389166
1913,cyclone,abrupt-4xCO2,0.1758
1914,cyclone,abrupt-4xCO2,0.17966284
1915,cyclone,abrupt-4xCO2,0.17666578
1916,cyclone,abrupt-4xCO2,0.18116517
1917,cyclone,abrupt-4xCO2,0.17670715
1918,cyclone,abrupt-4xCO2,0.18011445
1919,cyclone,abrupt-4xCO2,0.17639978
1920,cyclone,abrupt-4xCO2,0.17832555
1921,cyclone,abrupt-4xCO2,0.17660078
1922,cyclone,abrupt-4xCO2,0.17882861
1923,cyclone,abrupt-4xCO2,0.17766292
1924,cyclone,abrupt-4xCO2,0.17001112
1925,cyclone,abrupt-4xCO2,0.18137349
1926,cyclone,abrupt-4xCO2,0.18134469
1927,cyclone,abrupt-4xCO2,0.18264367
1928,cyclone,abrupt-4xCO2,0.17782131
1929,cyclone,abrupt-4xCO2,0.18231961
1930,cyclone,abrupt-4xCO2,0.17473122
1931,cyclone,abrupt-4xCO2,0.18156546
1932,cyclone,abrupt-4xCO2,0.17771213
1933,cyclone,abrupt-4xCO2,0.17560384
1934,cyclone,abrupt-4xCO2,0.18225917
1935,cyclone,abrupt-4xCO2,0.18233705
1936,cyclone,abrupt-4xCO2,0.18205339
1937,cyclone,abrupt-4xCO2,0.17526415
1938,cyclone,abrupt-4xCO2,0.17400183
1939,cyclone,abrupt-4xCO2,0.17768154
1940,cyclone,abrupt-4xCO2,0.1699072
1941,cyclone,abrupt-4xCO2,0.17603211
1942,cyclone,abrupt-4xCO2,0.18307035
1943,cyclone,abrupt-4xCO2,0.18408616
1944,cyclone,abrupt-4xCO2,0.17750311
1945,cyclone,abrupt-4xCO2,0.18275802
1946,cyclone,abrupt-4xCO2,0.17929332
1947,cyclone,abrupt-4xCO2,0.17579849
1948,cyclone,abrupt-4xCO2,0.181676
1949,cyclone,abrupt-4xCO2,0.17700435
1950,cyclone,abrupt-4xCO2,0.17511557
1951,cyclone,abrupt-4xCO2,0.18494058
1952,cyclone,abrupt-4xCO2,0.18483281
1953,cyclone,abrupt-4xCO2,0.17303741
1954,cyclone,abrupt-4xCO2,0.1878115
1955,cyclone,abrupt-4xCO2,0.17754054
1956,cyclone,abrupt-4xCO2,0.18045262
1957,cyclone,abrupt-4xCO2,0.17497768
1958,cyclone,abrupt-4xCO2,0.18245973
1959,cyclone,abrupt-4xCO2,0.1779634
1960,cyclone,abrupt-4xCO2,0.1761404
1961,cyclone,abrupt-4xCO2,0.17925194
1962,cyclone,abrupt-4xCO2,0.18030454
1963,cyclone,abrupt-4xCO2,0.18185437
1964,cyclone,abrupt-4xCO2,0.17614125
1965,cyclone,abrupt-4xCO2,0.18197387
1966,cyclone,abrupt-4xCO2,0.18303785
1967,cyclone,abrupt-4xCO2,0.17668344
1968,cyclone,abrupt-4xCO2,0.17636418
1969,cyclone,abrupt-4xCO2,0.18120071
1970,cyclone,abrupt-4xCO2,0.19319308
1971,cyclone,abrupt-4xCO2,0.18029039
1972,cyclone,abrupt-4xCO2,0.17728391
1973,cyclone,abrupt-4xCO2,0.18392187
1974,cyclone,abrupt-4xCO2,0.18298587
1975,cyclone,abrupt-4xCO2,0.17414531
1976,cyclone,abrupt-4xCO2,0.17737964
1977,cyclone,abrupt-4xCO2,0.18904988
1978,cyclone,abrupt-4xCO2,0.17948389
1979,cyclone,abrupt-4xCO2,0.17568457
1980,cyclone,abrupt-4xCO2,0.18724729
1981,cyclone,abrupt-4xCO2,0.18094818
1982,cyclone,abrupt-4xCO2,0.18425447
1983,cyclone,abrupt-4xCO2,0.18469676
1984,cyclone,abrupt-4xCO2,0.18520568
1985,cyclone,abrupt-4xCO2,0.18384646
1986,cyclone,abrupt-4xCO2,0.17511673
1987,cyclone,abrupt-4xCO2,0.17718007
1988,cyclone,abrupt-4xCO2,0.18582137
1989,cyclone,abrupt-4xCO2,0.1882923
1990,cyclone,abrupt-4xCO2,0.18989247
1991,cyclone,abrupt-4xCO2,0.18654862
1992,cyclone,abrupt-4xCO2,0.1899013
1993,cyclone,abrupt-4xCO2,0.17811458
1994,cyclone,abrupt-4xCO2,0.18556578
1995,cyclone,abrupt-4xCO2,0.18823299
1996,cyclone,abrupt-4xCO2,0.18925768
1997,cyclone,abrupt-4xCO2,0.18436113
1998,cyclone,abrupt-4xCO2,0.17975754
1999,cyclone,abrupt-4xCO2,0.18178976
2000,cyclone,abrupt-4xCO2,0.18042779
1850,wildfire,abrupt-4xCO2,0.19473761
1851,wildfire,abrupt-4xCO2,0.19552061
1852,wildfire,abrupt-4xCO2,0.1960005
1853,wildfire,abrupt-4xCO2,0.1966324
1854,wildfire,abrupt-4xCO2,0.19628794
1855,wildfire,abrupt-4xCO2,0.1948206
1856,wildfire,abrupt-4xCO2,0.19599572
1857,wildfire,abrupt-4xCO2,0.19499014
1858,wildfire,abrupt-4xCO2,0.19631073
1859,wildfire,abrupt-4xCO2,0.19533023
1860,wildfire,abrupt-4xCO2,0.19787988
1861,wildfire,abrupt-4xCO2,0.19701128
1862,wildfire,abrupt-4xCO2,0.19678818
1863,wildfire,abrupt-4xCO2,0.19434516
1864,wildfire,abrupt-4xCO2,0.19557555
1865,wildfire,abrupt-4xCO2,0.19736049
1866,wildfire,abrupt-4xCO2,0.19756673
1867,wildfire,abrupt-4xCO2,0.19610296
1868,wildfire,abrupt-4xCO2,0.19650349
1869,wildfire,abrupt-4xCO2,0.19598894
1870,wildfire,abrupt-4xCO2,0.19566989
1871,wildfire,abrupt-4xCO2,0.19504553
1872,wildfire,abrupt-4xCO2,0.1972985
1873,wildfire,abrupt-4xCO2,0.19649914
1874,wildfire,abrupt-4xCO2,0.19695567
1875,wildfire,abrupt-4xCO2,0.19735804
1876,wildfire,abrupt-4xCO2,0.19821033
1877,wildfire,abrupt-4xCO2,0.19679041
1878,wildfire,abrupt-4xCO2,0.19777079
1879,wildfire,abrupt-4xCO2,0.19697092
1880,wildfire,abrupt-4xCO2,0.19450402
1881,wildfire,abrupt-4xCO2,0.19714747
1882,wildfire,abrupt-4xCO2,0.19663873
1883,wildfire,abrupt-4xCO2,0.19598497
1884,wildfire,abrupt-4xCO2,0.19876826
1885,wildfire,abrupt-4xCO2,0.19828792
1886,wildfire,abrupt-4xCO2,0.19660038
1887,wildfire,abrupt-4xCO2,0.19678761
1888,wildfire,abrupt-4xCO2,0.19690761
1889,wildfire,abrupt-4xCO2,0.19777097
1890,wildfire,abrupt-4xCO2,0.19392265
1891,wildfire,abrupt-4xCO2,0.19654647
1892,wildfire,abrupt-4xCO2,0.19854724
1893,wildfire,abrupt-4xCO2,0.19638178
1894,wildfire,abrupt-4xCO2,0.19756731
1895,wildfire,abrupt-4xCO2,0.1976483
1896,wildfire,abrupt-4xCO2,0.19716522
1897,wildfire,abrupt-4xCO2,0.19803342
1898,wildfire,abrupt-4xCO2,0.19797367
1899,wildfire,abrupt-4xCO2,0.19883077
1900,wildfire,abrupt-4xCO2,0.19716717
1901,wildfire,abrupt-4xCO2,0.19801219
1902,wildfire,abrupt-4xCO2,0.19810182
1903,wildfire,abrupt-4xCO2,0.19573519
1904,wildfire,abrupt-4xCO2,0.19720873
1905,wildfire,abrupt-4xCO2,0.19777673
1906,wildfire,abrupt-4xCO2,0.19904129
1907,wildfire,abrupt-4xCO2,0.1975218
1908,wildfire,abrupt-4xCO2,0.19806837
1909,wildfire,abrupt-4xCO2,0.19760409
1910,wildfire,abrupt-4xCO2,0.19709174
1911,wildfire,abrupt-4xCO2,0.19712585
1912,wildfire,abrupt-4xCO2,0.19763692
1913,wildfire,abrupt-4xCO2,0.1963262
1914,wildfire,abrupt-4xCO2,0.1986191
1915,wildfire,abrupt-4xCO2,0.19754307
1916,wildfire,abrupt-4xCO2,0.19728132
1917,wildfire,abrupt-4xCO2,0.19729456
1918,wildfire,abrupt-4xCO2,0.19798394
1919,wildfire,abrupt-4xCO2,0.19649571
1920,wildfire,abrupt-4xCO2,0.19866088
1921,wildfire,abrupt-4xCO2,0.1980722
1922,wildfire,abrupt-4xCO2,0.19912583
1923,wildfire,abrupt-4xCO2,0.19737248
1924,wildfire,abrupt-4xCO2,0.19798072
1925,wildfire,abrupt-4xCO2,0.19695438
1926,wildfire,abrupt-4xCO2,0.19806391
1927,wildfire,abrupt-4xCO2,0.19950539
1928,wildfire,abrupt-4xCO2,0.19656777
1929,wildfire,abrupt-4xCO2,0.19748554
1930,wildfire,abrupt-4xCO2,0.19561787
1931,wildfire,abrupt-4xCO2,0.19740047
1932,wildfire,abrupt-4xCO2,0.19686705
